Statement Type,Reversed / Corrected Statement No.,Charge Period Start Date,Charge Period End Date,No. Of Days,Statement Issue Date,Due Date,Bill Service Alias,NMI,Site Address,Fuel,Balance at Last Invoice $,Payments & Transactions $,Balance Carried forward $,Energy Charges_EX_GST_$,Network Charges_EX_GST_$,Regulated Charges_EX_GST_$,Environmental Charges_EX_GST_$,Metering & Service Charges Ex GST $,Retail Service Charges $,New Charges_EX GST $,New Charges GST $,New Charges Total $,Dispute $,RCTI Charges Ex GST$,RCTI Charges GST$,Adjustment Reason,Original / Amended Charges,Credit & Adjustment_EX_GST_$,Credit & Adjustment_GST_$,Balance $,Component Start Date,Component End Date,Metering Provider,Meter Number,Previous Meter Read,Current Meter Read,Next Scheduled Read Date,Meter Multiplier,Read Type,Read Reason,Total Consumption for Period,Total Generation for Period,Power Factor at Highest Demand,Highest Metered Demand (kW),Highest Metered (kW) Demand Date/Time,Highest Metered Demand (kVa),Highest Metered (kVa) Demand Date/Time,Load Factor,Contract Demand (kW),Contract Demand (kVa),LNSP,Network Tariff,Network Tariff Description,Invoice Heading Group 1,Invoice Heading Group 2,Charge Description,Analysis Code,Tariff Base Rate,Tariff UOM,Tariff Days,Published Certificate %,DLF,TLF,Quantity,Tariff Quantity UOM,GST Applicable,Component Cost$ (excl GST),Component$ GST,Component Cost$ (incl GST),Year to Date Consumption,Year to Date Total Charges (Incl GST),Supplier,Supplier ABN
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD4404,Hampstead Exchange 332 North East Road Klemzig SA 5087,E,6419.36,0,6419.36,2508.28,3247.02,61.22,119.43,50.39,0,5986.34,598.64,6584.98,,0,0,,,284.02,28.4,13316.76,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7716672,,,,,Actual Reading (AEMO),Scheduled Read,37771.232,,0.974,,,65.99,17 Oct 2022/16:00:00,0.79,,106.1,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO FRC Operations,,0.3599,¢/DAY,31,,,,31,DAYS,Yes,0.11,0.01,0.12,147236.352,32423.06,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD4404,Hampstead Exchange 332 North East Road Klemzig SA 5087,E,6419.36,0,6419.36,2508.28,3247.02,61.22,119.43,50.39,0,5986.34,598.64,6584.98,,0,0,,,284.02,28.4,13316.76,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7716672,,,,,Actual Reading (AEMO),Scheduled Read,37771.232,,0.974,,,65.99,17 Oct 2022/16:00:00,0.79,,106.1,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Environmental Charges,Environmental Charges,REPS Charge,,0.29,¢/KWH,31,,1.0903,,37771.232,KWH,Yes,119.43,11.94,131.37,147236.352,32423.06,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD4404,Hampstead Exchange 332 North East Road Klemzig SA 5087,E,6419.36,0,6419.36,2508.28,3247.02,61.22,119.43,50.39,0,5986.34,598.64,6584.98,,0,0,,,284.02,28.4,13316.76,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7716672,,,,,Actual Reading (AEMO),Scheduled Read,37771.232,,0.974,,,65.99,17 Oct 2022/16:00:00,0.79,,106.1,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Metering Charge,,96.8219,¢/Meter,31,,,,1,Meter,Yes,30.01,3,33.01,147236.352,32423.06,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD4404,Hampstead Exchange 332 North East Road Klemzig SA 5087,E,6419.36,0,6419.36,2508.28,3247.02,61.22,119.43,50.39,0,5986.34,598.64,6584.98,,0,0,,,284.02,28.4,13316.76,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7716672,,,,,Actual Reading (AEMO),Scheduled Read,37771.232,,0.974,,,65.99,17 Oct 2022/16:00:00,0.79,,106.1,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Value Added Service Charge,,0,¢/Day,31,,,,31,Days,Yes,0,0,0,147236.352,32423.06,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD4404,Hampstead Exchange 332 North East Road Klemzig SA 5087,E,6419.36,0,6419.36,2508.28,3247.02,61.22,119.43,50.39,0,5986.34,598.64,6584.98,,0,0,,,284.02,28.4,13316.76,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7716672,,,,,Actual Reading (AEMO),Scheduled Read,37771.232,,0.974,,,65.99,17 Oct 2022/16:00:00,0.79,,106.1,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Supplementary Metering Charge,,65.7534,¢/Meter,31,,,,1,Meter,Yes,20.38,2.04,22.42,147236.352,32423.06,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD4404,Hampstead Exchange 332 North East Road Klemzig SA 5087,E,6419.36,0,6419.36,2508.28,3247.02,61.22,119.43,50.39,0,5986.34,598.64,6584.98,,0,0,,,284.02,28.4,13316.76,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7716672,,,,,Actual Reading (AEMO),Scheduled Read,37771.232,,0.974,,,65.99,17 Oct 2022/16:00:00,0.79,,106.1,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Retail Service Charges,Retail Service Charges,Service Charge,,0,¢/Month,31,,,,1,Month,Yes,0,0,0,147236.352,32423.06,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAD4404,Hampstead Exchange 332 North East Road Klemzig SA 5087,E,6419.36,0,6419.36,2508.28,3247.02,61.22,119.43,50.39,0,5986.34,598.64,6584.98,,0,0,,,284.02,28.4,13316.76,1/10/2022,31/10/2022,,,,,,,,,,,,,,,,,,,,,,Additional Charges and Credits,Additional Charges and Credits,AEMO Direction Charge - Aug 2022,,,,,,,,,,Yes,284.02,28.4,312.42,147236.352,32423.06,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Energy Charges,Energy Charges,Peak,,7.558,¢/KWH,31,,1.0903,0.9864,8265.056,KWH,Yes,671.82,67.18,739,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Energy Charges,Energy Charges,Off-Peak,,5.156,¢/KWH,31,,1.0903,0.9864,12759.432,KWH,Yes,707.53,70.75,778.28,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Demand and Capacity,Anytime (KVA),,3.162,$/KVA,31,,,,80.91,KVA,Yes,255.84,25.58,281.42,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Demand and Capacity,Peak Annual (kVA),,8.3111,$/KVA,31,,,,77.41,KVA,Yes,643.36,64.34,707.7,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Volume,Peak,,6.85,¢/KWH,31,,,,8177.34,KWH,Yes,560.15,56.02,616.17,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Volume,Off-Peak,,4.28,¢/KWH,31,,,,12847.14,KWH,Yes,549.86,54.99,604.85,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Fixed,Access Charge,,6.7402,$/DAY,31,,,,31,DAYS,Yes,208.95,20.9,229.85,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO Participant Charge,,0.0991,¢/KWH,31,,1.0903,,21024.488,KWH,Yes,22.72,2.27,24.99,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO Ancillary Charge,,0.0493,¢/KWH,31,,1.0903,,21024.488,KWH,Yes,11.3,1.13,12.43,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO FRC Operations,,0.3599,¢/DAY,31,,,,31,DAYS,Yes,0.11,0.01,0.12,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Environmental Charges,Environmental Charges,REPS Charge,,0.29,¢/KWH,31,,1.0903,,21024.488,KWH,Yes,66.48,6.65,73.13,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Metering Charge,,96.8219,¢/Meter,31,,,,1,Meter,Yes,30.01,3,33.01,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Value Added Service Charge,,0,¢/Day,31,,,,31,Days,Yes,0,0,0,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Supplementary Metering Charge,,65.7534,¢/Meter,31,,,,1,Meter,Yes,20.38,2.04,22.42,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7636903,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,21024.488,,0.859,,,49.1,30 Oct 2022/19:00:00,0.67,,81.8,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Retail Service Charges,Retail Service Charges,Service Charge,,0,¢/Month,31,,,,1,Month,Yes,0,0,0,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAE6300,Telstra 3 Hay Street Kadina SA 5554,E,3760.18,0,3760.18,1379.35,2218.16,34.13,66.48,50.39,0,3748.51,374.86,4123.37,,0,0,,,148.13,14.81,8046.49,1/10/2022,31/10/2022,,,,,,,,,,,,,,,,,,,,,,Additional Charges and Credits,Additional Charges and Credits,AEMO Direction Charge - Aug 2022,,,,,,,,,,Yes,148.13,14.81,162.94,77065.112,19340,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Energy Charges,Energy Charges,Peak,,7.558,¢/KWH,31,,1.0903,1.0068,40627.744,KWH,Yes,3370.69,337.07,3707.76,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Energy Charges,Energy Charges,Off-Peak,,5.156,¢/KWH,31,,1.0903,1.0068,65519.232,KWH,Yes,3708.27,370.83,4079.1,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Demand and Capacity,Anytime (KVA),,3.162,$/KVA,31,,,,251.74,KVA,Yes,796,79.6,875.6,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Demand and Capacity,Peak Annual (kVA),,8.3111,$/KVA,31,,,,237.96,KVA,Yes,1977.71,197.77,2175.48,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Volume,Peak,,6.85,¢/KWH,31,,,,40550.91,KWH,Yes,2777.74,277.77,3055.51,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Volume,Off-Peak,,4.28,¢/KWH,31,,,,65596.06,KWH,Yes,2807.51,280.75,3088.26,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Network Charges,Fixed,Access Charge,,6.7402,$/DAY,31,,,,31,DAYS,Yes,208.95,20.9,229.85,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO Participant Charge,,0.0991,¢/KWH,31,,1.0903,,106146.976,KWH,Yes,114.69,11.47,126.16,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO Ancillary Charge,,0.0493,¢/KWH,31,,1.0903,,106146.976,KWH,Yes,57.06,5.71,62.77,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Regulated Charges,Regulated Charges,AEMO FRC Operations,,0.3599,¢/DAY,31,,,,31,DAYS,Yes,0.11,0.01,0.12,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Environmental Charges,Environmental Charges,REPS Charge,,0.29,¢/KWH,31,,1.0903,,106146.976,KWH,Yes,335.62,33.56,369.18,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
Tax Invoice,,1/10/2022,31/10/2022,31,7/11/2022,7/12/2022,,SAAAAAA7905,Unley Exchange 2 Bellevue Place Unley Park SA 5061,E,17514.34,0,17514.34,7078.96,8567.91,171.86,335.62,50.39,0,16204.74,1620.48,17825.22,,0,0,,,811.5,81.15,36232.21,1/10/2022,31/10/2022,Select Solutions Group Pty Ltd MC,7598017,,,1/2/2022,,Actual Reading (AEMO),Scheduled Read,106146.976,,0.875,,,201.51,19 Oct 2022/16:30:00,0.81,,296.7,UMPLP - SA Power Networks (formally ETSA Utilities) ,LBAD,,Metering and Service Charges,Metering and Service Charges,Metering Charge,,96.8219,¢/Meter,31,,,,1,Meter,Yes,30.01,3,33.01,408531.936,85541.77,Origin Energy Electricity Limited,33 071 052 287
